p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ADD3	0	1.32671287212585	0.628	0.212	0	Fib	ADD3
SH3BP5	0	1.32174805487919	0.438	0.115	0	Fib	SH3BP5
BMPR1B	0	1.31151484321962	0.29	0.095	0	Fib	BMPR1B
TBX18	0	1.30788559112605	0.605	0.182	0	Fib	TBX18
MAGI2	0	1.30589800999909	0.882	0.551	0	Fib	MAGI2
PHACTR2	0	1.30402583766849	0.66	0.299	0	Fib	PHACTR2
CAB39L	0	1.30383905587612	0.494	0.183	0	Fib	CAB39L
LAMA4	0	1.30152196326571	0.721	0.38	0	Fib	LAMA4
FBLN5	0	1.29687738120329	0.398	0.045	0	Fib	FBLN5
LAMC1	0	1.29446112138473	0.571	0.32	0	Fib	LAMC1
RORA	0	1.29365528261069	0.989	0.751	0	Fib	RORA
PLXNC1	0	1.28661948307383	0.291	0.014	0	Fib	PLXNC1
CDH23	0	1.28627481681882	0.38	0.068	0	Fib	CDH23
ARHGAP24	0	1.2857346796166	0.401	0.086	0	Fib	ARHGAP24
GLUL	0	1.27818753077828	0.589	0.223	0	Fib	GLUL
NPAS3	0	1.27342114492346	0.488	0.157	0	Fib	NPAS3
ATRNL1	0	1.27177023742339	0.404	0.148	0	Fib	ATRNL1
TSPAN18	0	1.26433651908001	0.37	0.029	0	Fib	TSPAN18
MEGF10	0	1.24973446407061	0.322	0.012	0	Fib	MEGF10
NLGN1	0	1.24468469443401	0.405	0.167	0	Fib	NLGN1
ST3GAL5	0	1.24337414428707	0.427	0.105	0	Fib	ST3GAL5
PRRX1	0	1.24204607057772	0.516	0.187	0	Fib	PRRX1
NKD1	0	1.24152728362542	0.579	0.261	0	Fib	NKD1
NAALADL2	0	1.23960932861104	0.533	0.174	0	Fib	NAALADL2
CHST15	0	1.23554752663959	0.531	0.261	0	Fib	CHST15
PLA2R1	0	1.23270263798684	0.601	0.193	0	Fib	PLA2R1
LRFN5	0	1.23268429221426	0.354	0.089	0	Fib	LRFN5
ECM2	0	1.22309376165526	0.468	0.093	0	Fib	ECM2
SVIL	0	1.22221624590571	0.835	0.562	0	Fib	SVIL
TMOD1	0	1.21689288085418	0.419	0.172	0	Fib	TMOD1
COL1A1	0	1.21299420905923	0.357	0.023	0	Fib	COL1A1
NINL	0	1.20717745236053	0.441	0.082	0	Fib	NINL
CENPP	0	1.20078289793396	0.55	0.224	0	Fib	CENPP
PAK3	0	1.19130956150308	0.333	0.097	0	Fib	PAK3
FRMD6	0	1.1911288839175	0.616	0.247	0	Fib	FRMD6
ANTXR1	0	1.18803457171547	0.513	0.139	0	Fib	ANTXR1
SH3PXD2B	0	1.18771310028869	0.364	0.045	0	Fib	SH3PXD2B
DDR2	0	1.1837505686837	0.59	0.188	0	Fib	DDR2
SLC39A11	0	1.17730756916324	0.538	0.237	0	Fib	SLC39A11
UACA	0	1.17696879004189	0.899	0.628	0	Fib	UACA
C16orf95	0	1.16453029209274	0.31	0.016	0	Fib	C16orf95
C9orf3	0	1.15652687197724	0.758	0.462	0	Fib	C9orf3
C1RL	0	1.15627639138001	0.492	0.139	0	Fib	C1RL
PLAGL1	0	1.15508345817254	0.398	0.085	0	Fib	PLAGL1
ADAMTS17	0	1.15370169458535	0.295	0.046	0	Fib	ADAMTS17
RALGPS2	0	1.15111030759896	0.406	0.119	0	Fib	RALGPS2
STK33	0	1.14762660270134	0.395	0.08	0	Fib	STK33
LHFPL2	0	1.14449947671037	0.554	0.302	0	Fib	LHFPL2
KIAA0825	0	1.14301305225549	0.433	0.121	0	Fib	KIAA0825
ALDH7A1	0	1.14075283179804	0.414	0.125	0	Fib	ALDH7A1
ABI3BP	0	1.13791727817496	0.268	0.035	0	Fib	ABI3BP
DCN	0	1.13667137763829	0.629	0.338	0	Fib	DCN
NUDT4	0	1.13474813422326	0.361	0.131	0	Fib	NUDT4
WASF3	0	1.129542690748	0.433	0.092	0	Fib	WASF3
RUNX1	0	1.12663891685138	0.263	0.038	0	Fib	RUNX1
PDZRN3	0	1.12630695962486	0.847	0.507	0	Fib	PDZRN3
TNXB	0	1.12299703588818	0.495	0.192	0	Fib	TNXB
ARHGAP28	0	1.11715307596188	0.278	0.017	0	Fib	ARHGAP28
SLC13A4	0	1.11648790443694	0.304	0.034	0	Fib	SLC13A4
RHOBTB3	0	1.11562633456922	0.584	0.211	0	Fib	RHOBTB3
PKNOX2	0	1.11072232355543	0.467	0.141	0	Fib	PKNOX2
COL3A1	0	1.10919051354387	0.331	0.03	0	Fib	COL3A1
NFKBIZ	0	1.10257834839708	0.383	0.131	0	Fib	NFKBIZ
FGD6	0	1.10103052327003	0.572	0.211	0	Fib	FGD6
NID2	0	1.09708280708239	0.397	0.077	0	Fib	NID2
NEO1	0	1.09277446989868	0.47	0.126	0	Fib	NEO1
ZC4H2	0	1.09207757804803	0.423	0.124	0	Fib	ZC4H2
SDC2	0	1.09175401393026	0.353	0.064	0	Fib	SDC2
ADCY3	0	1.08831442456469	0.534	0.178	0	Fib	ADCY3
NCAM1	0	1.08685109317951	0.304	0.092	0	Fib	NCAM1
TLN2	0	1.08425530844817	0.424	0.131	0	Fib	TLN2
PTGFR	0	1.08076957641532	0.267	0.006	0	Fib	PTGFR
ELN	0	1.07983222969635	0.29	0.061	0	Fib	ELN
PPM1H	0	1.0756700081796	0.629	0.304	0	Fib	PPM1H
ECHDC2	0	1.07239838794886	0.625	0.272	0	Fib	ECHDC2
ADAM33	0	1.06993854031335	0.482	0.136	0	Fib	ADAM33
CAPZB	0	1.06941394136297	0.672	0.475	0	Fib	CAPZB
PID1	0	1.06807409477832	0.579	0.284	0	Fib	PID1
SLC41A2	0	1.06799270603931	0.301	0.053	0	Fib	SLC41A2
RARB	0	1.06765554464332	0.448	0.166	0	Fib	RARB
CHSY3	0	1.06418125827385	0.462	0.164	0	Fib	CHSY3
PTK7	0	1.06408474229049	0.317	0.022	0	Fib	PTK7
MAPK10	0	1.0623515033237	0.823	0.39	0	Fib	MAPK10
ZIC1	0	1.06219412625216	0.802	0.386	0	Fib	ZIC1
CYBRD1	0	1.06150401085711	0.466	0.121	0	Fib	CYBRD1
KREMEN1	0	1.05677377328306	0.384	0.077	0	Fib	KREMEN1
PC	0	1.05503472452486	0.302	0.031	0	Fib	PC
ADAM22	0	1.053639598047	0.307	0.047	0	Fib	ADAM22
LYPLAL1	0	1.05179262000421	0.531	0.22	0	Fib	LYPLAL1
FBXL7	0	1.05004225570422	0.785	0.469	0	Fib	FBXL7
THRB	0	1.04962202036858	0.378	0.132	0	Fib	THRB
ASTN2	0	1.04698213662807	0.345	0.087	0	Fib	ASTN2
LPIN1	0	1.03834622512632	0.421	0.159	0	Fib	LPIN1
SLC9A9	0	1.03778237824721	0.467	0.14	0	Fib	SLC9A9
DYNC2H1	0	1.03766799192596	0.57	0.203	0	Fib	DYNC2H1
PIK3R1	0	1.03764985526732	0.556	0.254	0	Fib	PIK3R1
PATJ	0	1.03747500726573	0.479	0.247	0	Fib	PATJ
KANSL1L	0	1.03270612829706	0.756	0.461	0	Fib	KANSL1L
ANKS1B	0	1.03028504879284	0.459	0.194	0	Fib	ANKS1B
ME1	0	1.02893255324884	0.367	0.073	0	Fib	ME1
ERRFI1	0	1.02844882044963	0.339	0.059	0	Fib	ERRFI1
BCL6	0	1.02376213439612	0.61	0.295	0	Fib	BCL6
ACOT11	0	1.02152396581499	0.305	0.048	0	Fib	ACOT11
ADCY2	0	1.01761775525199	0.297	0.057	0	Fib	ADCY2
SLC25A37	0	1.01518429630615	0.523	0.188	0	Fib	SLC25A37
COL18A1	0	1.01439839904877	0.703	0.374	0	Fib	COL18A1
NTRK2	0	1.00826091406519	0.408	0.117	0	Fib	NTRK2
DNAH14	0	1.00385455938487	0.259	0.041	0	Fib	DNAH14
FGFR2	0	1.00010592621762	0.3	0.046	0	Fib	FGFR2
GFPT2	0	0.999036994906778	0.308	0.049	0	Fib	GFPT2
ISM1	0	0.998089469405529	0.257	0.079	0	Fib	ISM1
TBC1D32	0	0.992512837638397	0.442	0.145	0	Fib	TBC1D32
ADHFE1	0	0.992167740868415	0.301	0.058	0	Fib	ADHFE1
NCKAP5	0	0.988771495963753	0.26	0.061	0	Fib	NCKAP5
NID1	0	0.978966917175817	0.745	0.372	0	Fib	NID1
KIAA1958	0	0.975112961837092	0.415	0.123	0	Fib	KIAA1958
TPM1	0	0.973536953948174	0.744	0.514	0	Fib	TPM1
BCKDHB	0	0.973509598335961	0.55	0.242	0	Fib	BCKDHB
ZFHX4	0	0.973439010985195	0.252	0.021	0	Fib	ZFHX4
SRGAP1	0	0.971163599835136	0.472	0.163	0	Fib	SRGAP1
APCDD1	0	0.970923859778452	0.404	0.183	0	Fib	APCDD1
ITGA9	0	0.957960022726777	0.331	0.103	0	Fib	ITGA9
PARD3B	0	0.951307625690017	0.813	0.503	0	Fib	PARD3B
RUNX2	0	0.949653379368225	0.277	0.077	0	Fib	RUNX2
IGFBP2	0	0.946334885112485	0.282	0.077	0	Fib	IGFBP2
SORBS11	0	0.943428292409666	0.906	0.547	0	Fib	SORBS1
MICAL2	0	0.935314003468341	0.285	0.069	0	Fib	MICAL2
PTN	0	0.929004678760625	0.644	0.311	0	Fib	PTN
MAN2A1	0	0.928766622026536	0.627	0.347	0	Fib	MAN2A1
SYNPO2	0	0.927908305255721	0.524	0.192	0	Fib	SYNPO2
ARHGAP21	0	0.927114645670351	0.664	0.362	0	Fib	ARHGAP21
PAPLN	0	0.926600966218756	0.29	0.023	0	Fib	PAPLN
BACH2	0	0.925774646649552	0.434	0.171	0	Fib	BACH2
ZCCHC24	0	0.925259719649526	0.601	0.247	0	Fib	ZCCHC24
C1R	0	0.923830897389262	0.401	0.121	0	Fib	C1R
URB1	0	0.923232154705292	0.378	0.132	0	Fib	URB1
BCAT2	0	0.918650247499476	0.336	0.105	0	Fib	BCAT2
JAM3	0	0.913643105078313	0.463	0.198	0	Fib	JAM3
GAS7	0	0.91349231641691	0.257	0.071	0	Fib	GAS7
SYTL4	0	0.910675168865055	0.436	0.213	0	Fib	SYTL4
ENOSF1	0	0.909228829939053	0.459	0.175	0	Fib	ENOSF1
FHIT	0	0.904841718204577	0.662	0.347	0	Fib	FHIT
RFTN2	0	0.904701167023756	0.479	0.188	0	Fib	RFTN2
NFIC	0	0.902535607590724	0.598	0.286	0	Fib	NFIC
ANKRD28	0	0.895900933319218	0.564	0.282	0	Fib	ANKRD28
GHR	0	0.891331361597158	0.463	0.226	0	Fib	GHR
ARHGAP20	0	0.888320119983018	0.315	0.084	0	Fib	ARHGAP20
EFNA5	0	0.883507020739098	0.338	0.113	0	Fib	EFNA5
IKZF2	0	0.878613588833803	0.349	0.095	0	Fib	IKZF2
PRDM5	0	0.876990029434626	0.404	0.126	0	Fib	PRDM5
LONRF3	0	0.876745623498651	0.271	0.049	0	Fib	LONRF3
AASS	0	0.876540356067757	0.45	0.175	0	Fib	AASS
COL5A1	0	0.875557093845287	0.324	0.056	0	Fib	COL5A1
RAD9A	0	0.869718829424089	0.429	0.143	0	Fib	RAD9A
SCMH1	0	0.86901897147233	0.711	0.42	0	Fib	SCMH1
AKAP13	0	0.862870112089736	0.82	0.548	0	Fib	AKAP13
TANK	0	0.862093206729788	0.654	0.371	0	Fib	TANK
BHMT2	0	0.861559777240344	0.313	0.049	0	Fib	BHMT2
ZBTB16	0	0.86059719682206	0.86	0.741	0	Fib	ZBTB16
DHRS3	0	0.859440207143094	0.279	0.074	0	Fib	DHRS3
GXYLT2	0	0.857646361960927	0.291	0.066	0	Fib	GXYLT2
NBEA	0	0.857550505262964	0.721	0.439	0	Fib	NBEA
CFH	0	0.855877376957623	0.687	0.482	0	Fib	CFH
JAK2	0	0.851954999451511	0.615	0.344	0	Fib	JAK2
HDAC4	0	0.849838115564918	0.577	0.309	0	Fib	HDAC4
DST	0	0.848808396470174	0.753	0.472	0	Fib	DST
EXT1	0	0.845056599994362	0.58	0.273	0	Fib	EXT1
TAB2	0	0.841269118222715	0.611	0.321	0	Fib	TAB2
SAMD4A	0	0.840973691150234	0.544	0.29	0	Fib	SAMD4A
CHD9	0	0.836508338101075	0.842	0.581	0	Fib	CHD9
SH3PXD2A	0	0.83354737604271	0.468	0.182	0	Fib	SH3PXD2A
TFDP2	0	0.833010980304492	0.481	0.224	0	Fib	TFDP2
TBC1D16	0	0.831676762839774	0.389	0.128	0	Fib	TBC1D16
MRC2	0	0.830464226130166	0.498	0.185	0	Fib	MRC2
NCOA7	0	0.829822182031524	0.592	0.318	0	Fib	NCOA7
AEBP1	0	0.825838623808478	0.315	0.061	0	Fib	AEBP1
CLIP4	0	0.824292917059506	0.344	0.073	0	Fib	CLIP4
RGL1	0	0.821605326451371	0.422	0.159	0	Fib	RGL1
EFEMP1	0	0.81818019392963	0.274	0.049	0	Fib	EFEMP1
NOTCH2	0	0.811001112638494	0.436	0.143	0	Fib	NOTCH2
TNRC6A	0	0.81014135485177	0.807	0.588	0	Fib	TNRC6A
UCK2	0	0.809239504590426	0.284	0.092	0	Fib	UCK2
OMD	0	0.805409295104977	0.323	0.07	0	Fib	OMD
ODF2L	0	0.803820264628408	0.563	0.287	0	Fib	ODF2L
KATNAL2	0	0.801540760448716	0.288	0.06	0	Fib	KATNAL2
AUTS2	0	0.801026325713155	0.891	0.702	0	Fib	AUTS2
ADCY5	0	0.788990097926564	0.396	0.146	0	Fib	ADCY5
ZHX3	0	0.788813788776896	0.505	0.251	0	Fib	ZHX3
WWOX	0	0.787802106904158	0.836	0.578	0	Fib	WWOX
PDLIM1	0	0.783034402579952	0.401	0.142	0	Fib	PDLIM1
ZMAT1	0	0.773116773543048	0.382	0.155	0	Fib	ZMAT1
SLC22A3	0	0.764367147533491	0.346	0.136	0	Fib	SLC22A3
SMG6	0	0.762419562066294	0.653	0.404	0	Fib	SMG6
ZNF462	0	0.758456392170829	0.368	0.118	0	Fib	ZNF462
FAM110B	0	0.75707901477892	0.47	0.203	0	Fib	FAM110B
ARRB1	0	0.756159802428057	0.363	0.131	0	Fib	ARRB1
CREB3L2	0	0.754847466106611	0.506	0.25	0	Fib	CREB3L2
DMD	0	0.752279546297339	0.685	0.437	0	Fib	DMD
CPQ	0	0.746464140142375	0.647	0.368	0	Fib	CPQ
KIAA1671	0	0.744864948357842	0.488	0.242	0	Fib	KIAA1671
MPZL1	0	0.741448359972779	0.521	0.26	0	Fib	MPZL1
SLC20A2	0	0.735511656212835	0.824	0.507	0	Fib	SLC20A2
INTU	0	0.732933397893115	0.318	0.094	0	Fib	INTU
SSBP3	0	0.731554020257795	0.588	0.327	0	Fib	SSBP3
EPB41L3	0	0.725803457666297	0.552	0.278	0	Fib	EPB41L3
SLC25A43	0	0.724187120895894	0.343	0.11	0	Fib	SLC25A43
USP32	0	0.723337734367576	0.594	0.339	0	Fib	USP32
ZC3H12B	0	0.721529428913106	0.286	0.093	0	Fib	ZC3H12B
C11orf49	0	0.720047077991516	0.471	0.197	0	Fib	C11orf49
PLEKHA2	0	0.719530024849976	0.462	0.229	0	Fib	PLEKHA2
CSF1	0	0.71926496473951	0.256	0.079	0	Fib	CSF1
ZHX2	0	0.712526538509194	0.664	0.422	0	Fib	ZHX2
CDKL1	0	0.707062132786946	0.27	0.084	0	Fib	CDKL1
DIP2B	0	0.699618378476599	0.598	0.352	0	Fib	DIP2B
DIAPH2	0	0.695005571156471	0.576	0.313	0	Fib	DIAPH2
PTPRS	0	0.693023650943315	0.337	0.112	0	Fib	PTPRS
LDLRAD4	0	0.685323426243731	0.583	0.314	0	Fib	LDLRAD4
GABPB2	0	0.684815898009551	0.381	0.154	0	Fib	GABPB2
DSE	0	0.683667524178812	0.364	0.151	0	Fib	DSE
SLC44A1	0	0.680261634905038	0.503	0.264	0	Fib	SLC44A1
TMEM232	0	0.673257428250596	0.277	0.081	0	Fib	TMEM232
TUB	0	0.672126139230821	0.252	0.061	0	Fib	TUB
STK38	0	0.671923617579697	0.611	0.368	0	Fib	STK38
ITPR2	0	0.671505532860316	0.719	0.476	0	Fib	ITPR2
TRANK1	0	0.669789195783091	0.283	0.087	0	Fib	TRANK1
MDFIC	0	0.669161948373617	0.331	0.125	0	Fib	MDFIC
PNISR	0	0.667687866729959	0.876	0.695	0	Fib	PNISR
CCDC57	0	0.66718752213171	0.317	0.098	0	Fib	CCDC57
BMPR1A	0	0.653297178358237	0.541	0.245	0	Fib	BMPR1A
FAM114A1	0	0.652686549030328	0.358	0.15	0	Fib	FAM114A1
PLCB4	0	0.644317534132392	0.811	0.632	0	Fib	PLCB4
NFIA	0	0.64283394340771	0.893	0.726	0	Fib	NFIA
EPB41L2	0	0.641876469397166	0.65	0.403	0	Fib	EPB41L2
SEMA3B	0	0.640306177762612	0.261	0.076	0	Fib	SEMA3B
SASH1	0	0.638420757647929	0.841	0.717	0	Fib	SASH1
SLC1A3	0	0.637769208163878	0.732	0.376	0	Fib	SLC1A3
ARHGAP10	0	0.631000807703949	0.786	0.395	0	Fib	ARHGAP10
FIGN	0	0.625968366863249	0.357	0.134	0	Fib	FIGN
TBC1D2B	0	0.624611483089949	0.453	0.22	0	Fib	TBC1D2B
ZNF516	0	0.610775936665679	0.347	0.131	0	Fib	ZNF516
PIR	0	0.607621169020319	0.301	0.106	0	Fib	PIR
PARD3	0	0.594881679410054	0.943	0.74	0	Fib	PARD3
CFAP44	0	0.583046243588459	0.322	0.116	0	Fib	CFAP44
PCCA	0	0.581045636410765	0.842	0.68	0	Fib	PCCA
EFHC1	0	0.572534990759323	0.307	0.11	0	Fib	EFHC1
CLIC6	0	0.556947040064171	0.279	0.024	0	Fib	CLIC6
COLEC12	0	0.516920139881898	0.717	0.361	0	Fib	COLEC12
UST	0	0.454199784480141	0.641	0.307	0	Fib	UST
WDR19	7.20431463215856e-306	0.586589109038394	0.322	0.123	1.08460956787147e-301	Fib	WDR19
ATP1B3	8.64379954944712e-306	0.836974282643438	0.62	0.403	1.30132402216926e-301	Fib	ATP1B3
MLLT10	8.25788120803408e-305	0.592169017766388	0.67	0.436	1.24322401586953e-300	Fib	MLLT10
ZIC4	3.48197563470716e-304	0.515061752742012	0.305	0.11	5.24211431805163e-300	Fib	ZIC4
CCDC7	6.37343978336806e-303	0.669940566727596	0.397	0.18	9.59521359386061e-299	Fib	CCDC7
GPM6A	1.78573334630267e-302	1.18862893830184	0.487	0.279	2.68842155285867e-298	Fib	GPM6A
RBMS3	2.39533858623983e-301	0.794920477958653	0.805	0.639	3.60618224158407e-297	Fib	RBMS3
GABBR1	1.47004365333116e-300	0.558732327757466	0.435	0.2	2.21315072009006e-296	Fib	GABBR1
MAMDC2	9.55996806500678e-300	1.19815994608902	0.33	0.142	1.43925319218677e-295	Fib	MAMDC2
LIPA	2.33899206687101e-299	0.742963315214673	0.322	0.128	3.52135255667431e-295	Fib	LIPA
MLXIP	7.43362333613121e-299	0.569461604696121	0.313	0.118	1.11913199325455e-294	Fib	MLXIP
TBC1D19	5.64503874971018e-298	0.593150689419502	0.448	0.219	8.49860583768868e-294	Fib	TBC1D19
TBL1XR1	1.80819395702714e-294	0.61108850298905	0.709	0.5	2.72223600230435e-290	Fib	TBL1XR1
GMDS	5.57777258652084e-293	0.71939383764403	0.733	0.538	8.39733662900713e-289	Fib	GMDS
KLHL22	1.08092867121446e-291	0.542859450499933	0.303	0.114	1.62733811451337e-287	Fib	KLHL22
GOLGA4	1.48268945162163e-290	0.690788222172678	0.734	0.532	2.23218896941636e-286	Fib	GOLGA4
CAPS2	1.12974770960484e-289	0.600431773391047	0.373	0.163	1.70083517681009e-285	Fib	CAPS2
TNRC18	1.56686409941122e-289	0.637112270589708	0.521	0.291	2.35891390166359e-285	Fib	TNRC18
KIAA1328	1.71641961649868e-289	0.675978044551625	0.604	0.365	2.58406973263876e-285	Fib	KIAA1328
SPATA7	2.3969074350987e-289	0.554931238709866	0.261	0.088	3.60854414354109e-285	Fib	SPATA7
COL19A1	7.59953517171107e-289	0.660461378987254	0.304	0.118	1.1441100201011e-284	Fib	COL19A1
ITSN1	1.11707798289881e-288	0.723684140141233	0.664	0.439	1.68176090325416e-284	Fib	ITSN1
ZNF420	1.25308595022818e-288	0.602039796929381	0.416	0.197	1.88652089806853e-284	Fib	ZNF420
SIMC1	1.52767152634649e-288	0.632653251052467	0.387	0.175	2.29990948291465e-284	Fib	SIMC1
COL5A2	5.48351441245234e-288	0.638479041230284	0.335	0.137	8.25543094794699e-284	Fib	COL5A2
FGFR1	3.18872241887058e-285	0.546786989212145	0.459	0.23	4.80062160160966e-281	Fib	FGFR1
WDR78	7.89761175943293e-284	0.556384242849391	0.253	0.083	1.18898545038263e-279	Fib	WDR78
ST5	1.00056049830483e-280	0.525456593336384	0.6	0.34	1.50634383019792e-276	Fib	ST5
ULK4	4.5429757022524e-279	1.11635778072873	0.419	0.212	6.83944991974099e-275	Fib	ULK4
AKAP7	1.14084887286838e-277	0.634252923905646	0.31	0.123	1.71754797810335e-273	Fib	AKAP7
ADAM9	2.83711903456793e-277	0.56075121591578	0.361	0.16	4.27128270654202e-273	Fib	ADAM9
ZNRF3	8.94687806059965e-277	0.659054821744038	0.518	0.293	1.34695249202328e-272	Fib	ZNRF3
MYO101	5.243878455654e-276	0.68433487784107	0.597	0.367	7.8946590149871e-272	Fib	MYO10
TBCK	9.13506182044573e-275	0.588912473115704	0.635	0.407	1.3752835570681e-270	Fib	TBCK
PCDH9	5.30497871903952e-274	0.995940854726429	0.569	0.383	7.98664546151399e-270	Fib	PCDH9
FBXO32	7.8577741281726e-274	0.839259902680572	0.297	0.116	1.18298789499639e-269	Fib	FBXO32
CRTC3	9.21714561397123e-274	0.614043409911054	0.646	0.429	1.38764127218337e-269	Fib	CRTC3
PBX3	3.32698862422208e-272	0.6515326261036	0.484	0.262	5.00878137376633e-268	Fib	PBX3
TMEM108	1.03701789032088e-269	0.833475281169161	0.287	0.11	1.56123043387809e-265	Fib	TMEM108
FHL1	5.3271243072391e-269	0.554186562982743	0.252	0.086	8.01998564454847e-265	Fib	FHL1
SLC27A1	5.91973188561163e-267	0.518118552564249	0.279	0.104	8.91215635378831e-263	Fib	SLC27A1
CCDC30	2.89986382358486e-266	0.557614026356299	0.294	0.113	4.36574498640701e-262	Fib	CCDC30
SLCO1A2	1.85299807567929e-265	0.939087848572213	0.326	0.143	2.78968860293518e-261	Fib	SLCO1A2
ANKH	3.47340458716847e-265	0.760055866805688	0.626	0.419	5.22921060598213e-261	Fib	ANKH
UNC5C	8.05404406028095e-265	1.2513564594283	0.485	0.296	1.2125363332753e-260	Fib	UNC5C
MTA3	5.12778194416905e-263	0.563765040971922	0.454	0.238	7.7198757169465e-259	Fib	MTA3
PSD3	1.10970841656086e-262	0.661142268740429	0.51	0.287	1.67066602113237e-258	Fib	PSD3
HSPA12A	1.96039111720978e-262	0.513408251717173	0.307	0.122	2.95136882695933e-258	Fib	HSPA12A
ATP13A3	1.27714652306669e-261	0.659569593083331	0.47	0.261	1.92274409047691e-257	Fib	ATP13A3
SLC6A13	1.77227446224252e-261	0.336354162840279	0.55	0.278	2.66815920290612e-257	Fib	SLC6A13
STIM2	3.08996541085209e-261	0.844625110038651	0.45	0.256	4.65194292603783e-257	Fib	STIM2
ATF7IP2	6.2451189989938e-261	0.613554733945911	0.335	0.147	9.40202665298516e-257	Fib	ATF7IP2
ARHGEF37	1.01364761105818e-260	0.508535595376974	0.266	0.098	1.5260464784481e-256	Fib	ARHGEF37
DZIP3	2.25189880609314e-260	0.523632517672237	0.279	0.105	3.39023365257322e-256	Fib	DZIP3
IRAK1BP1	8.62949120331458e-260	0.549255667455177	0.257	0.092	1.29916990065901e-255	Fib	IRAK1BP1
LEPR	1.2130040572899e-257	1.19478005647423	0.514	0.311	1.82617760824995e-253	Fib	LEPR
SCD5	1.85901655972382e-257	0.569030561344321	0.318	0.134	2.79874943066421e-253	Fib	SCD5
THADA	1.57214148082805e-256	0.562935324647159	0.583	0.357	2.36685899938662e-252	Fib	THADA
GLCE	1.61008746607327e-256	0.784460761969904	0.346	0.163	2.42398668017331e-252	Fib	GLCE
PROS1	1.25254406911596e-255	0.565863059208954	0.345	0.153	1.88570509605408e-251	Fib	PROS1
CEP162	4.45116914643514e-255	0.549244115418721	0.343	0.152	6.7012351499581e-251	Fib	CEP162
NFIX	4.45204343830734e-255	0.507754377053471	0.318	0.133	6.7025513963717e-251	Fib	NFIX
ACYP2	1.20149552981263e-254	0.548068227625997	0.591	0.358	1.80885152013291e-250	Fib	ACYP2
DNMBP	2.09336863838236e-254	0.56488716774262	0.373	0.176	3.15156648508464e-250	Fib	DNMBP
PPARA	5.59372974764734e-254	0.587348026655428	0.358	0.166	8.42136013508308e-250	Fib	PPARA
SMAD3	1.16021540793298e-253	0.598523559264991	0.56	0.342	1.7467042966431e-249	Fib	SMAD3
IFT88	2.2575913061851e-253	0.558368727038417	0.328	0.141	3.39880371146166e-249	Fib	IFT88
RIPOR2	1.13224288517705e-252	0.819271859429164	0.3	0.129	1.70459166363406e-248	Fib	RIPOR2
ZNF518A	5.25202372991607e-252	0.57634198035806	0.479	0.266	7.90692172538864e-248	Fib	ZNF518A
TANC2	7.20816332333052e-252	0.621834126180266	0.573	0.35	1.08518898832741e-247	Fib	TANC2
ANKAR	1.04560848199953e-251	0.550751195865638	0.445	0.232	1.57416356965029e-247	Fib	ANKAR
OAF	1.25388289409767e-250	0.615269354961657	0.297	0.122	1.88772069706404e-246	Fib	OAF
ANKRD26	5.62507392873971e-250	0.544376541207889	0.436	0.225	8.46854879971764e-246	Fib	ANKRD26
RIC3	2.37433754028695e-248	0.461199950575377	0.269	0.102	3.574565166902e-244	Fib	RIC3
COL6A2	5.5409707371967e-248	0.444401169176823	0.455	0.227	8.34193144484963e-244	Fib	COL6A2
CACNA2D3	1.25666201704985e-247	0.920289840231185	0.52	0.32	1.89190466666856e-243	Fib	CACNA2D3
DOCK10	1.54259596965895e-247	0.858129258889629	0.291	0.124	2.32237823232156e-243	Fib	DOCK10
AHI1	1.15789872090071e-246	0.509820646797266	0.696	0.469	1.74321652431602e-242	Fib	AHI1
KHDRBS3	9.41347910091626e-246	0.787539537877304	0.323	0.148	1.41719927864294e-241	Fib	KHDRBS3
DCAF6	4.1141298269283e-245	0.586517600115004	0.59	0.384	6.19382245444056e-241	Fib	DCAF6
MCCC1	6.71112703607925e-244	0.475207496239204	0.306	0.128	1.01036017528173e-239	Fib	MCCC1
SLIT2	1.77392804683656e-243	0.893362186575392	0.276	0.112	2.67064867451243e-239	Fib	SLIT2
ICA1L	7.02381701956064e-243	0.509866557390391	0.254	0.094	1.05743565229485e-238	Fib	ICA1L
DZIP1	1.8759073236402e-242	0.510653709555653	0.275	0.108	2.82417847574033e-238	Fib	DZIP1
ZCCHC7	4.97460261528552e-242	0.51485524916644	0.689	0.467	7.48926423731235e-238	Fib	ZCCHC7
GARNL3	5.64849683561892e-242	0.504551119040564	0.296	0.122	8.50381198602429e-238	Fib	GARNL3
PODN	1.20590223817225e-239	0.445622018961292	0.286	0.114	1.81548581956832e-235	Fib	PODN
PTGR1	8.47393368961503e-238	0.485252981814076	0.255	0.096	1.27575071697154e-233	Fib	PTGR1
ZNF780B	4.90532957761078e-237	0.564504648147055	0.371	0.18	7.38497367909303e-233	Fib	ZNF780B
CYP7B1	4.05940648993241e-236	0.55178232016091	0.334	0.15	6.11143647059324e-232	Fib	CYP7B1
GALNT10	1.81730873244937e-233	0.57310802551052	0.381	0.189	2.73595829670253e-229	Fib	GALNT10
WBP1L	2.18034359511249e-233	0.666950945354208	0.443	0.249	3.28250728244185e-229	Fib	WBP1L
OSBPL9	1.76758431900423e-232	0.549784839964765	0.596	0.386	2.66109819226087e-228	Fib	OSBPL9
